commune,zone,typezone,n_polygones,surface_ha,vocation_reglement,habitat_autorise,verdict_moteur,usages_moteur,faisabilite_moteur,ecart,anomalie_rattachement,source,verif
La Possession,UBpszc,U,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
La Possession,UE,U,6,37,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
La Possession,UEm,U,3,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
La Possession,UT,U,3,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
La Possession,UTfr2,U,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,1AUa,AUc,2,10,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,1AUc,AUc,1,13,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,1AUe,AUc,1,5,Urbanisation future indicée (Haut du Triangle Agricole) — renvoi au règlement de la zone Ue,"conditionnel (règles Ue : logement de surveillance, 1 par unité foncière)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97407_reglement_20241209.pdf, Art. 1AUindicée 1-2 p.142-144",règlement lu (97407_reglement_20241209.pdf)
Le Port,1AUem,AUc,1,4,"Libellé introuvable au règlement (0 occurrence) — par mécanisme d'indice suivrait Uem (inférence, pas une citation)",conditionnel (inférence règles Uem),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,97407_reglement_20241209.pdf (absence du libellé),règlement lu (97407_reglement_20241209.pdf (absence du libellé))
Le Port,1AUm,AUc,2,23,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,1AUmut,AUc,1,29,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,1AUs,AUc,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,1AUv,AUc,1,0,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,2AUem,AUs,1,14,Espaces réservés à l'urbanisation future à vocation d'activités économiques mixtes — ouverture conditionnée à modification du PLU,non (Art. 2AU 1 : toutes constructions interdites sauf réseaux/ouvrages techniques/extensions limitées),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97407_reglement_20241209.pdf, caractère p.157, Art. 2AU 1-2 p.157-158",règlement lu (97407_reglement_20241209.pdf)
Le Port,2AUmut,AUs,1,16,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Le Port,2AUp,AUs,1,72,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Le Port,A,A,1,65,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Port,N,N,7,211,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Port,Nerl,N,1,27,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Port,Ua,U,10,71,Quartiers/lotissements d'habitations individuelles — conserver la vocation résidentielle,oui,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",conforme (usage habitat admis),,"97407_reglement_20241209.pdf, caractère p.21, Art. Ua 1 p.21, Art. Ua 8 p.25 (9 m)",règlement lu (97407_reglement_20241209.pdf)
Le Port,Ub,U,2,36,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,Uc,U,23,265,La plus grande partie du tissu urbain — mixité des fonctions et formes urbaines encouragée,oui,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",conforme (usage habitat admis),,"97407_reglement_20241209.pdf, caractère p.50, Art. Uc 1 p.50, Art. Uc 8 p.55 (16 m)",règlement lu (97407_reglement_20241209.pdf)
Le Port,Uca,U,3,14,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,Ud,U,16,52,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Port,Ue,U,4,226,"Activités industrielles, artisanales et services liés (production, transformation, conditionnement, distribution)","conditionnel (logement admis si utile au fonctionnement/surveillance, max 1 logement par unité foncière, non isolé ; hébergement interdit)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97407_reglement_20241209.pdf, Art. Ue 1 p.79, Art. Ue 2 p.80, Art. Ue 8 p.84",règlement lu (97407_reglement_20241209.pdf)
Le Port,Uem,U,7,54,"Secteur de Ue, « zone tampon » en continuité de quartier résidentiel — industries interdites (maintien dans emprises existantes)",conditionnel (mêmes conditions que Ue),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97407_reglement_20241209.pdf, caractère p.79, Art. Ue 2 p.81, Art. Ue 8 p.84 (18 m)",règlement lu (97407_reglement_20241209.pdf)
Le Port,Umi,U,2,2,Espaces destinés à accueillir des activités militaires,conditionnel (Art. Umi 2 n'admet que les constructions destinées à la vocation militaire),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97407_reglement_20241209.pdf, Art. Umi 1 p.91, Art. Umi 2 p.92, Art. Umi 8 p.94 (16 m)",règlement lu (97407_reglement_20241209.pdf)
Le Port,Uoap,U,1,7,"Périmètre de l'OAP « Portes de l'océan » (OAP de secteur R.151-8, s'applique seule)",indéterminé au règlement (renvoi intégral à l'OAP pièce n°4),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : règlement en renvoi (OAP) — moteur = constructible logement,,"97407_reglement_20241209.pdf, Art. Uoap 1-2 p.103, Art. Uoap 8 p.104",règlement lu (97407_reglement_20241209.pdf)
Le Port,Up,U,3,242,Zones portuaires — seules constructions industrielles/artisanales/entrepôts/bureaux liées à l'activité portuaire,conditionnel (logement utile au fonctionnement/surveillance sur l'unité foncière ; hébergement interdit),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97407_reglement_20241209.pdf, Art. Up 1 p.107, Art. Up 2 p.109, Art. Up 8 p.110 (non réglementé)",règlement lu (97407_reglement_20241209.pdf)
Le Port,Uppp,U,1,30,"Secteur de Up « plaisance et pêche » — SECTEUR ANNULÉ par TA Réunion n°1900330 du 28/02/2022, définitif (CAA Bordeaux n°22BX01470 du 19/09/2023) ; texte toujours présent au règlement GPU",non (sans objet — régime Up de droit commun applicable),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,97407_reglement_20241209.pdf p.107/109 + 97407_jugement_20241209.pdf Art. 1er,règlement lu (97407_reglement_20241209.pdf p.107/109 + 97407_jugement_20241209.pdf Art. 1er)
Le Port,Us,U,3,22,Espaces destinés à accueillir principalement des activités commerciales,"conditionnel (logement de fonctionnement/surveillance, max 1 par unité foncière ; hébergement interdit)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97407_reglement_20241209.pdf, Art. Us 1 p.119, Art. Us 2 p.120, Art. Us 8 p.122 (18 m)",règlement lu (97407_reglement_20241209.pdf)
Le Port,Uv,U,13,204,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Tampon,1AUa,AUc,6,19,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Tampon,1AUb,AUc,10,47,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Tampon,1AUc,AUc,9,19,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Tampon,1AUcto,AUc,2,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Tampon,1AUe,AUc,4,30,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Le Tampon,1AUto,AUc,2,51,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Le Tampon,2AUa,AUs,2,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Le Tampon,2AUb,AUs,3,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Le Tampon,2AUc,AUs,18,33,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Le Tampon,2AUd,AUs,7,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Le Tampon,2AUe,AUs,2,21,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Le Tampon,A,A,62,8423,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Tampon,Aba,A,6,10,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Tampon,N,N,34,757,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Tampon,Nco,N,35,2845,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Tampon,Npnr,N,4,3401,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Le Tampon,Nto1,N,1,1,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
