parcelle_id,commune,p_mutation_fonciere_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97412000CE2807,97412,0.110759,0.1148,1.5674,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97418000AT0706,97418,0.110759,0.3971,1.3176,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.083,zone_plu [U]: +0.077
97418000AT2374,97418,0.110759,0.5924,2.6363,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: -1.000,piscine [true]: +0.412,tenure_bin [2-3]: +0.336,rot_nu [> 0.01151]: +0.312
97418000AT2543,97418,0.110759,0.2123,1.3207,permis_bin [<2a]: +1.295,zone_plu [N]: -0.396,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97420000AO0528,97420,0.110759,0.3459,1.6131,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97412000CE2776,97412,0.110759,0.1484,1.7537,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97412000CE2722,97412,0.110759,0.1517,1.564,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97412000BX1903,97412,0.110759,0.0623,1.9362,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.001992, 0.003646]]: -0.089"
97412000AM1951,97412,0.110759,0.2509,1.5192,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.083
97412000BW1804,97412,0.110759,0.2459,1.6637,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01315, 0.01526]]: +0.128"
97412000BK1980,97412,0.110759,0.4028,1.0298,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97421000AV0615,97421,0.110759,-0.0913,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97412000BD0351,97412,0.110759,0.1723,1.5877,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.001202, 0.001992]]: -0.155",surface_m2*permis_bin: +0.125
97422000AS0911,97422,0.110759,0.1774,1.6019,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97422000AS0935,97422,0.110759,0.0851,1.6959,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97412000AO0939,97412,0.110759,0.4766,1.2383,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97412000AO0912,97412,0.110759,0.3614,1.5168,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97412000AM2082,97412,0.110759,0.2442,1.6052,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97422000BT1347,97422,0.110759,0.4189,1.3761,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,filo_pct_pauv [≤ 0.07692]: +0.136,"rot_bati [(0.01002, 0.01179]]: +0.090",surface_m2*permis_bin: +0.083
97415000DT0356,97415,0.110759,-0.0175,1.7022,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123"
97422000BX0456,97422,0.110759,0.1491,1.5242,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_bati [(0.01002, 0.01179]]: +0.090"
97422000BX1123,97422,0.110759,0.1491,1.8061,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01002, 0.01179]]: +0.090"
97411000AW0788,97411,0.110759,0.2888,1.5669,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97411000AW0786,97411,0.110759,0.2365,1.637,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97411000AW0075,97411,0.110759,0.262,1.4969,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01002, 0.01179]]: +0.090",surface_m2*permis_bin: +0.083
97411000AM0011,97411,0.110759,0.1405,1.8286,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001202, 0.001992]]: -0.155"
97411000AM0006,97411,0.110759,0.1573,1.5472,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001202, 0.001992]]: -0.155"
97411000AL0497,97411,0.110759,0.414,1.3142,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125,"filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
97411000AL0496,97411,0.110759,0.414,1.5105,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125
97411000AL0295,97411,0.110759,0.3854,1.4622,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.083
97411000AH0278,97411,0.110759,0.064,1.6576,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97411000AE0836,97411,0.110759,0.2151,1.5827,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001992, 0.003646]]: -0.089"
97411000AE0524,97411,0.110759,0.2264,1.5294,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125
97411000AE0273,97411,0.110759,0.2607,1.4828,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001992, 0.003646]]: -0.089"
97411000AE0037,97411,0.110759,0.237,1.4928,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125
97411000AD0549,97411,0.110759,0.2317,1.6717,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182
97411000AC0157,97411,0.110759,0.2865,1.7286,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_snv_pp [> 3.206e+04]: +0.103
97410000BX0912,97410,0.110759,-0.112,1.9684,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125
97410000BE1082,97410,0.110759,0.3401,1.5089,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97410000BE0532,97410,0.110759,0.347,1.5101,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125
97410000BD0863,97410,0.110759,0.2865,1.5622,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97423000AB1917,97423,0.110759,0.8746,1.2661,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,"sdp_residuelle_m2 [(719, 1341]]: -0.215","rot_nu [(0.008753, 0.01151]]: +0.214"
97424000AI0873,97424,0.110759,0.3174,1.3996,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",sdp_residuelle_m2 [manquant]: -0.156
97411000AW1031,97411,0.110759,0.1732,1.5494,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123"
97411000AW1042,97411,0.110759,0.1732,1.7564,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01002, 0.01179]]: +0.090"
97411000CE1130,97411,0.110759,0.4285,1.5341,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.002709, 0.004481]]: -0.106"
97411000DS0841,97411,0.110759,0.2522,1.5458,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97422000DK0383,97422,0.110759,0.1457,1.6751,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.086
97422000DM0647,97422,0.110759,0.2394,1.8633,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(0.4, 1.9]]: +0.123"
97418000AC1196,97418,0.110759,0.0572,1.6576,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97422000EC0435,97422,0.110759,0.1124,1.724,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97422000EC0500,97422,0.110759,0.1794,1.7235,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97411000DY0034,97411,0.110759,0.3949,1.2144,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,tenure_bin*rot_nu: -0.138,"rot_nu [(0.006453, 0.008753]]: +0.132"
97411000DY0023,97411,0.110759,0.3949,1.6471,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132","rot_bati [(0.01315, 0.01526]]: +0.128"
97411000DX0079,97411,0.110759,0.9078,0.5509,tenure_bin*permis_bin: +0.924,tenure_bin [<1]: +0.892,permis_bin [10a+]: -0.450,tenure_bin*rot_nu: -0.326,rot_nu [> 0.01151]: +0.312
97411000DX0017,97411,0.110759,0.8585,1.4155,permis_bin [<2a]: +1.295,piscine [true]: +0.412,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213
97411000DS0840,97411,0.110759,0.2602,1.5458,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97411000CE1132,97411,0.110759,0.1172,1.8049,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97411000DS0838,97411,0.110759,0.1875,1.7388,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97422000EN0678,97422,0.110759,0.4603,1.2138,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,zone_plu [AU]: +0.388,nu_constructible [true]: +0.195
97411000DS0837,97411,0.110759,0.1795,1.724,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97411000DS0670,97411,0.110759,0.177,1.724,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97411000DS0669,97411,0.110759,0.177,1.6052,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97423000AB0357,97423,0.110759,0.42,1.3033,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213,"rot_bati [(0.002709, 0.004481]]: -0.106"
97411000CH0799,97411,0.110759,0.4075,1.5955,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97411000CE1139,97411,0.110759,0.1172,1.5924,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_bati [(0.002709, 0.004481]]: -0.106"
97411000CE1133,97411,0.110759,0.1172,1.8049,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97412000CP0461,97412,0.110759,0.1458,1.7674,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97418000AC1011,97418,0.110759,0.1511,1.1358,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,sdp_residuelle_m2 [> 1341]: -0.148,"canopee_pct [(0.4, 1.9]]: +0.123"
97412000CP0462,97412,0.110759,0.1458,1.7815,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97415000BW1088,97415,0.110759,0.3158,1.5231,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97416000CX1461,97416,0.110759,0.0127,1.6717,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97415000BW1487,97415,0.110759,0.1081,1.7342,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97415000BW1486,97415,0.110759,0.1145,1.7591,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97415000BW1485,97415,0.110759,0.1993,1.6618,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97416000DT0872,97416,0.110759,0.2158,1.5064,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125
97416000DV0107,97416,0.110759,0.0886,1.6638,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.001992, 0.003646]]: -0.089"
97415000BW1482,97415,0.110759,0.1167,1.7815,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97415000BW1481,97415,0.110759,0.1081,1.6299,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97415000BW1480,97415,0.110759,0.1081,1.7674,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97415000BV1395,97415,0.110759,-0.0396,1.7537,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97416000CV2401,97416,0.110759,0.2631,1.6274,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97416000DW0420,97416,0.110759,0.0697,1.6662,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97416000EK0540,97416,0.110759,0.2448,1.7208,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182
97416000EP0958,97416,0.110759,0.3705,1.5797,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97416000EP1062,97416,0.110759,0.4251,1.5418,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132","pct_bati_secteur [(0.3421, 0.4356]]: +0.123"
97415000AY1608,97415,0.110759,0.3818,1.5377,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97415000AY1600,97415,0.110759,0.5391,1.2015,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97416000ET1952,97416,0.110759,0.0976,1.7674,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97416000ET2116,97416,0.110759,-0.0362,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [manquant]: -0.157
97415000AX1100,97415,0.110759,0.1453,1.7968,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000BW1978,97415,0.110759,0.2132,1.5414,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,"canopee_pct [(0.4, 1.9]]: +0.123"
97415000CP1451,97415,0.110759,0.092,1.724,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97415000AD0423,97415,0.110759,0.242,1.6158,permis_bin [<2a]: +1.295,piscine [true]: +0.412,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97415000CY0651,97415,0.110759,0.3697,1.4145,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,sdp_residuelle_m2 [manquant]: -0.156,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000DK1051,97415,0.110759,0.9966,1.2912,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239
97415000DK1049,97415,0.110759,1.0095,1.2912,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239
97415000EO1080,97415,0.110759,0.3632,1.5299,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125
97415000DK1037,97415,0.110759,1.0253,1.2604,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239
97415000EY2100,97415,0.110759,0.3348,1.5989,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97415000CY1177,97415,0.110759,0.5513,1.037,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,"sdp_residuelle_m2 [(719, 1341]]: -0.215",tenure_bin*rot_nu: -0.138
97415000CY1052,97415,0.110759,0.7037,0.9196,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,nu_constructible [true]: +0.195,tenure_bin*rot_nu: -0.138
97415000EZ0131,97415,0.110759,0.1752,1.0924,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276
97415000CY0845,97415,0.110759,0.476,1.4884,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,filo_pct_pauv [≤ 0.07692]: +0.136,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000CY0650,97415,0.110759,0.3729,1.3519,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125,"rot_bati [(0.01179, 0.01315]]: +0.111"
97415000CT2821,97415,0.110759,0.2004,1.5072,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97415000CY0649,97415,0.110759,0.3729,1.5064,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97415000CY0286,97415,0.110759,0.4425,1.4609,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132","rot_bati [(0.01179, 0.01315]]: +0.111"
97415000CX1365,97415,0.110759,0.7267,0.9638,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,canopee_pct [≤ 0.4]: +0.239,tenure_bin*rot_nu: -0.138,filo_pct_pauv [≤ 0.07692]: +0.136
97416000CS0269,97416,0.110759,0.6814,1.4281,permis_bin [<2a]: +1.295,piscine [true]: +0.412,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213
97415000CX0639,97415,0.110759,0.6787,1.2276,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,piscine [true]: +0.412,tenure_bin*rot_nu: -0.138,"rot_nu [(0.006453, 0.008753]]: +0.132"
97416000CS0812,97416,0.110759,0.6253,1.1088,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,tenure_bin*rot_nu: -0.326,rot_nu [> 0.01151]: +0.312
97416000CS1401,97416,0.110759,0.2205,1.6252,permis_bin [<2a]: +1.295,piscine [true]: +0.412,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,filo_pct_pauv [manquant]: -0.157
97415000CT2968,97415,0.110759,0.5886,0.9281,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,nu_constructible [true]: +0.195,sdp_residuelle_m2 [> 1341]: -0.148
97415000CT2823,97415,0.110759,0.2004,1.4895,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97415000AW1954,97415,0.110759,0.0889,1.7235,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97415000AB0858,97415,0.110759,0.6225,0.3748,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,"canopee_pct [(27.5, 44.8]]: -0.255"
