idu,vendue,T,v_recalcule,codes
97415000BZ0128,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX1088,1,2024-02-08,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97413000DC1699,1,2024-09-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2545,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97408000AP1489,1,2022-12-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DS0394,1,2022-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BI0477,1,2022-07-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AP1492,1,2022-12-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BM1413,1,2022-12-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97402000AK0483,1,2023-11-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CM2349,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000EL0679,1,2023-08-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EI1012,1,2023-01-10,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97410000BV0357,1,2022-10-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97401000AI0016,1,2023-11-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AT0703,1,2022-09-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BW1916,1,2022-12-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000BD0133,1,2023-06-29,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000CS1320,1,2024-01-08,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97410000AT0628,1,2022-03-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CH1909,1,2022-12-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1896,1,2022-07-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0134,1,2022-02-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1755,1,2022-07-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AI0972,1,2023-08-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BW3429,1,2022-07-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DZ0582,1,2024-02-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AY1505,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AM1279,1,2023-03-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CS1588,1,2024-01-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CM0218,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000BE0272,1,2024-11-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CM0323,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY0128,1,2023-08-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CC0897,1,2022-01-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000AZ0010,1,2022-12-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AT0627,1,2022-03-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT2300,1,2024-04-30,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000CM2358,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AY0023,1,2023-06-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BO0384,1,2024-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1870,1,2022-12-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AI1001,1,2022-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EK0567,1,2022-03-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AS1266,1,2023-07-09,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000BZ0129,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AS1872,1,2023-11-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0588,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000BH0935,1,2023-07-04,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000BO0477,1,2024-06-17,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97421000AP0433,1,2024-07-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AY0312,1,2023-02-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97402000AN0241,1,2024-03-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AR2565,1,2024-04-25,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CZ0275,1,2023-07-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ER1472,1,2022-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000BE1494,1,2022-04-26,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97418000AP2355,1,2023-10-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CX1373,1,2024-03-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AM0922,1,2022-10-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CM2360,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AH1768,1,2024-04-17,23,GEO_HORS_ILE;RNE_SCI_DORMANTE
97415000CM2363,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AM0149,1,2022-01-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BE0646,1,2024-01-01,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97406000AT0728,1,2023-02-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000BE0458,1,2022-06-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ES1666,1,2023-12-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS0102,1,2023-11-20,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97423000AK1232,1,2022-06-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0874,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AP1519,1,2023-03-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000BE1447,1,2024-07-23,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97417000AI0127,1,2023-05-23,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000CM2343,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0921,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DM0413,1,2022-10-27,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000CS1330,1,2024-03-19,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97422000BE2799,1,2023-02-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CW1943,1,2023-01-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DH0229,1,2022-06-01,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97412000BR0196,1,2023-05-07,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97413000DB0440,1,2022-05-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BD1166,1,2023-05-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BO0536,1,2023-12-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0638,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EV1518,1,2022-09-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000BC0095,1,2023-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AP1833,1,2022-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AV0691,1,2022-01-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1219,1,2022-09-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0550,1,2022-04-28,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97411000AW0631,1,2024-10-22,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97411000HS0216,1,2022-03-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT2326,1,2024-08-20,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97418000AT2404,1,2023-03-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AH0257,1,2022-06-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AR1755,1,2023-05-08,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97423000AB1931,1,2023-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AM0352,1,2022-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CY0054,1,2022-09-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0872,1,2022-05-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT2331,1,2024-02-19,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97411000DP0386,1,2022-01-25,8,RNE_SCI_DORMANTE
97417000AO0549,1,2022-09-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97403000AS1785,1,2023-02-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000BC0287,1,2024-11-19,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97416000EX1901,1,2023-12-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CX1365,1,2024-03-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IK0132,1,2022-07-03,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97411000HW0178,1,2024-02-20,22,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_70
97412000BO0535,1,2023-12-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000CN0149,1,2023-03-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000BE0900,1,2022-12-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DE1771,1,2024-12-02,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97410000BV0359,1,2022-10-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW1254,1,2022-09-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AM0134,1,2023-03-23,18,FRICHE
97416000DW0368,1,2022-03-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0627,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK0311,1,2022-08-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1580,1,2023-03-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AT0543,1,2023-02-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1872,1,2022-09-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HW0337,1,2023-04-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97419000AR0467,1,2023-07-11,18,FRICHE
97409000AX1055,1,2024-01-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AN1726,1,2022-09-19,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97407000AI0604,1,2022-10-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AC0869,1,2022-03-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97408000AP1517,1,2023-03-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BI0086,1,2023-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000DH0211,1,2023-06-11,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000BZ0901,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0898,1,2023-08-09,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97404000AD1447,1,2022-09-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DT0335,1,2023-01-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CM2350,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CV1486,1,2022-04-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000BE0585,1,2024-05-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AV0291,1,2023-02-22,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97412000BX0543,1,2022-10-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AO0115,1,2022-12-19,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97407000BC0567,1,2023-03-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AN0062,1,2024-11-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0141,1,2022-12-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CH1850,1,2022-01-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BP0099,1,2023-03-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AO0303,1,2023-02-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AW0674,1,2023-09-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000DT0286,1,2023-05-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AI0911,1,2022-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CW2835,1,2022-06-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1864,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BW0773,1,2022-09-14,22,RNE_DIRIGEANT_75
97414000ET2220,1,2022-02-01,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97414000EN3939,1,2022-02-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000HY0104,1,2023-06-05,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97424000AC0961,1,2023-04-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BT0510,1,2022-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AY0048,1,2023-05-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB1852,1,2023-12-28,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97417000BI0051,1,2023-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BY1098,1,2023-07-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000ER0049,1,2024-07-30,12,RNE_DIRIGEANT_65
97419000AE0407,1,2022-06-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK0201,1,2023-11-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AL0437,1,2024-12-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE1512,1,2022-02-02,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97420000BH0940,1,2023-09-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DX0286,1,2022-10-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CX0615,1,2022-04-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000BE0577,1,2024-11-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ET1725,1,2022-11-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS0435,1,2023-11-20,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97414000HI0899,1,2022-03-29,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000HI0534,1,2023-02-28,18,DVF_TENURE_OBS5;GEO_HORS_ILE
97412000CD1123,1,2023-06-08,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97414000DY0170,1,2023-05-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK1946,1,2022-06-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AI1485,1,2022-11-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97419000AS0117,1,2022-01-06,18,RNE_DIRIGEANT_70
97415000AW2060,1,2022-02-20,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97411000IZ0062,1,2022-03-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DR1047,1,2024-07-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AS0560,1,2024-12-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AW1447,1,2022-07-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000CN0150,1,2023-03-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000EH0107,1,2022-01-19,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97422000DI0158,1,2022-03-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AL0407,1,2023-10-18,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97414000HC0034,1,2023-03-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000HO0111,1,2023-11-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CM2067,1,2024-10-10,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CH1825,1,2024-02-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AZ1692,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97402000AK0400,1,2022-05-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CV1478,1,2024-03-07,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97410000BE0901,1,2022-12-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AO0375,1,2023-05-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CT0435,1,2022-09-01,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000CS1565,1,2023-05-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HI0545,1,2023-02-28,18,DVF_TENURE_OBS5;GEO_HORS_ILE
97408000BO0383,1,2024-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CY0671,1,2023-09-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AO0475,1,2022-09-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CN1652,1,2023-10-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CM2344,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AN1694,1,2023-08-24,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000AS0781,1,2022-12-21,12,RNE_DIRIGEANT_65
97422000BH1971,1,2022-08-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CM2359,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EY1433,1,2022-03-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DK1098,1,2022-02-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CS1540,1,2023-10-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AZ1706,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BX1747,1,2023-03-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HO0958,1,2023-07-18,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000AH0542,1,2022-03-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE2133,1,2024-07-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DR0484,1,2023-11-07,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97413000CX2625,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000CY0791,1,2023-06-22,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AN0285,1,2022-12-21,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97416000CY0138,1,2023-10-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AB0723,1,2023-12-12,18,FRICHE
97421000AZ0198,1,2022-03-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AI0162,1,2022-05-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AB0063,1,2023-10-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CM0204,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000AE1011,1,2022-04-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AV1463,1,2022-07-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AL1191,1,2023-04-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BH0745,1,2024-08-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CD0627,1,2023-04-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000AE0627,1,2023-11-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CD0374,1,2023-03-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AH1792,1,2022-02-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0161,1,2022-03-17,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97422000BD0684,1,2022-01-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000AZ0951,1,2023-09-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AZ0175,1,2022-03-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CW2816,1,2024-11-25,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97403000AH0328,1,2022-08-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0875,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HV0682,1,2022-08-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000EL0680,1,2023-08-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DH0234,1,2023-09-05,15,GEO_HORS_ILE
97411000EN0126,1,2024-01-11,15,GEO_HORS_ILE
97401000AL0895,1,2023-02-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AD0160,1,2022-08-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CY1462,1,2022-12-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000BE0166,1,2022-07-26,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000CW0858,1,2022-05-23,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000AX0659,1,2023-02-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CN1296,1,2023-03-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IA0753,1,2022-07-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2538,1,2024-03-18,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97414000CM0205,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EP1031,1,2022-06-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EL0725,1,2023-12-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AD1554,1,2023-06-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IK0136,1,2022-09-22,23,GEO_HORS_ILE;RNE_SCI_DORMANTE
97415000EW1594,1,2022-07-10,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000AZ1707,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ER0599,1,2022-12-07,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97422000BW2946,1,2023-05-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AW1143,1,2023-12-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CM0208,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BL0203,1,2023-06-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CH0223,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AK1984,1,2022-08-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AT0484,1,2023-04-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AW0786,1,2023-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EP1189,1,2023-03-21,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97422000EN0303,1,2022-02-23,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000BS0120,1,2023-02-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BO0386,1,2024-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EN1479,1,2023-10-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CH0636,1,2023-10-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CS1602,1,2023-10-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0557,1,2022-04-05,11,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
