idu,commune,surface_m2,residuel_m2,ratio_lot,facade_m,zone,elim_ratio,elim_zone_an,elim_rnu_hors_pau
97412000BR0580,Saint-Joseph,3063,2015,0.658,34.4,U,True,False,False
97412000BR0056,Saint-Joseph,1674,1221,0.729,20.3,N,True,True,False
97412000BS0374,Saint-Joseph,2815,1318,0.468,48.8,U,False,False,False
97412000BS0305,Saint-Joseph,2070,1133,0.548,24.2,U,True,False,False
97412000BS0518,Saint-Joseph,1141,735,0.644,30.6,U,True,False,False
97412000BT0106,Saint-Joseph,2714,2251,0.829,27.3,U,True,False,False
97412000BV0091,Saint-Joseph,2878,1540,0.535,51.0,U,True,False,False
97412000BV0142,Saint-Joseph,1934,1117,0.578,49.2,N,True,True,False
97412000BV0076,Saint-Joseph,2457,1018,0.414,15.9,U,False,False,False
97412000BV0162,Saint-Joseph,1335,712,0.533,19.0,U,True,False,False
97412000BW1847,Saint-Joseph,2109,1276,0.605,22.4,A,True,True,False
97412000BW0613,Saint-Joseph,3867,2972,0.769,13.5,A,True,True,False
97412000BW0936,Saint-Joseph,2615,963,0.368,75.0,U,False,False,False
97412000BW0933,Saint-Joseph,1891,763,0.403,21.8,U,False,False,False
97412000BW1860,Saint-Joseph,2119,1654,0.780,49.9,U,True,False,False
97412000BW0862,Saint-Joseph,2699,2258,0.837,20.7,U,True,False,False
97412000BW1805,Saint-Joseph,1501,1032,0.688,62.6,U,True,False,False
97412000BW1109,Saint-Joseph,1900,1273,0.670,32.8,U,True,False,False
97412000BW0766,Saint-Joseph,1213,693,0.571,16.4,U,True,False,False
97412000BW1352,Saint-Joseph,1151,719,0.625,27.4,U,True,False,False
97412000BW0123,Saint-Joseph,2325,1703,0.732,54.0,U,True,False,False
97412000BW0105,Saint-Joseph,1533,950,0.620,36.3,U,True,False,False
97412000BW0295,Saint-Joseph,3883,1292,0.333,227.1,U,False,False,False
97412000BW0808,Saint-Joseph,1223,734,0.600,41.7,U,True,False,False
97412000BX0411,Saint-Joseph,2517,1687,0.670,16.3,A,True,True,False
97412000BX1473,Saint-Joseph,5388,2887,0.536,121.6,A,True,True,False
97412000BX1689,Saint-Joseph,1342,888,0.661,13.8,U,True,False,False
97412000BX1086,Saint-Joseph,1231,713,0.579,26.0,U,True,False,False
97412000BX1123,Saint-Joseph,2610,1569,0.601,81.8,U,True,False,False
97412000BX1121,Saint-Joseph,2875,2195,0.763,12.7,U,True,False,False
97412000BX1799,Saint-Joseph,2214,1657,0.748,63.1,U,True,False,False
97412000BX0859,Saint-Joseph,1441,1031,0.715,35.5,N,True,True,False
97412000BX1357,Saint-Joseph,1203,754,0.627,44.8,U,True,False,False
97412000BX1019,Saint-Joseph,2140,1362,0.637,24.6,N,True,True,False
97412000BY0670,Saint-Joseph,5847,4931,0.843,97.8,U,True,False,False
97412000BY1785,Saint-Joseph,1469,1002,0.682,36.1,U,True,False,False
97412000BY1582,Saint-Joseph,2548,1925,0.755,19.6,A,True,True,False
97412000BY1645,Saint-Joseph,1462,694,0.475,29.9,U,False,False,False
97412000BY0294,Saint-Joseph,1486,810,0.545,23.1,U,True,False,False
97412000BY0589,Saint-Joseph,1506,1002,0.665,30.6,U,True,False,False
97412000BY0705,Saint-Joseph,2242,1675,0.747,24.2,U,True,False,False
97412000BY1821,Saint-Joseph,1563,812,0.520,32.3,U,True,False,False
97412000BY0995,Saint-Joseph,3471,2804,0.808,89.2,N,True,True,False
97412000BZ0347,Saint-Joseph,4670,3694,0.791,52.5,A,True,True,False
97412000BZ0635,Saint-Joseph,3873,2805,0.724,88.3,A,True,True,False
97412000BZ0256,Saint-Joseph,3572,1869,0.523,83.7,A,True,True,False
97412000BZ0047,Saint-Joseph,1403,908,0.647,24.3,A,True,True,False
97412000BZ0335,Saint-Joseph,2490,2031,0.816,43.1,A,True,True,False
97412000BZ0397,Saint-Joseph,2224,1521,0.684,43.3,N,True,True,False
97412000BZ0269,Saint-Joseph,2301,1682,0.731,35.4,A,True,True,False
97412000BZ0119,Saint-Joseph,5903,2273,0.385,97.2,A,False,True,False
97412000CD0441,Saint-Joseph,1577,1157,0.733,37.1,U,True,False,False
97412000CD0385,Saint-Joseph,5751,3444,0.599,140.8,U,True,False,False
97412000CD0827,Saint-Joseph,2017,1470,0.729,30.8,N,True,True,False
97412000CD0808,Saint-Joseph,3044,1959,0.644,33.3,A,True,True,False
97412000CE0768,Saint-Joseph,3577,2709,0.757,36.8,N,True,True,False
97412000CE1509,Saint-Joseph,1258,776,0.616,72.7,A,True,True,False
97412000CE2146,Saint-Joseph,1604,1138,0.709,18.7,A,True,True,False
97412000CE1961,Saint-Joseph,1462,1003,0.686,59.4,U,True,False,False
97412000CE1442,Saint-Joseph,2798,2249,0.804,34.5,U,True,False,False
97412000CE1640,Saint-Joseph,1830,962,0.525,29.2,A,True,True,False
97412000CE0254,Saint-Joseph,2706,2197,0.812,24.2,U,True,False,False
97412000CE1503,Saint-Joseph,1801,1218,0.676,24.0,U,True,False,False
97412000CE2060,Saint-Joseph,2438,1830,0.750,101.3,U,True,False,False
97412000CE2322,Saint-Joseph,1564,817,0.523,23.5,A,True,True,False
97412000CE2121,Saint-Joseph,1374,926,0.674,28.4,A,True,True,False
97412000CE1737,Saint-Joseph,1372,971,0.708,35.9,U,True,False,False
97412000CE1710,Saint-Joseph,3024,1968,0.651,26.5,A,True,True,False
97412000CE1711,Saint-Joseph,2873,2197,0.765,20.6,A,True,True,False
97412000CE1303,Saint-Joseph,1830,1091,0.596,16.8,A,True,True,False
97412000CE1667,Saint-Joseph,2345,1844,0.786,46.3,A,True,True,False
97412000CE1298,Saint-Joseph,4327,2830,0.654,17.5,A,True,True,False
97412000CE1302,Saint-Joseph,4803,2923,0.609,124.9,A,True,True,False
97412000CE2151,Saint-Joseph,4094,2666,0.651,22.8,U,True,False,False
97412000CE1296,Saint-Joseph,2597,1674,0.645,13.6,A,True,True,False
97412000CE2730,Saint-Joseph,2242,1796,0.801,112.6,U,True,False,False
97412000CE2425,Saint-Joseph,3281,2185,0.666,33.9,A,True,True,False
97412000CH0127,Saint-Joseph,2500,1849,0.740,31.0,A,True,True,False
97412000CH0150,Saint-Joseph,5939,4562,0.768,18.1,AUc,True,False,False
97412000CH0255,Saint-Joseph,1913,1031,0.539,16.8,A,True,True,False
97412000CH0047,Saint-Joseph,2907,2246,0.773,54.9,U,True,False,False
97412000CI0393,Saint-Joseph,4346,3466,0.798,138.6,U,True,False,False
97412000CI0268,Saint-Joseph,1940,1357,0.699,12.7,A,True,True,False
97412000CI0325,Saint-Joseph,1974,1487,0.753,41.6,U,True,False,False
97412000CI0202,Saint-Joseph,1725,1215,0.704,13.3,U,True,False,False
97412000CI0203,Saint-Joseph,1283,823,0.641,28.9,U,True,False,False
97412000CK0831,Saint-Joseph,2130,1539,0.723,18.9,U,True,False,False
97412000CK0696,Saint-Joseph,1075,660,0.614,24.0,U,True,False,False
97412000CK0552,Saint-Joseph,2034,1587,0.780,42.3,U,True,False,False
97412000CK0358,Saint-Joseph,1588,1103,0.694,24.4,U,True,False,False
97412000CK0520,Saint-Joseph,2574,1853,0.720,29.0,U,True,False,False
97412000CL0344,Saint-Joseph,5393,3993,0.740,51.9,A,True,True,False
97412000CL0183,Saint-Joseph,1189,655,0.551,21.1,U,True,False,False
97412000CL0111,Saint-Joseph,3148,2308,0.733,56.4,U,True,False,False
97412000CN0296,Saint-Joseph,3523,2653,0.753,69.7,A,True,True,False
97412000CN0152,Saint-Joseph,1927,1481,0.768,72.2,A,True,True,False
97412000CN0159,Saint-Joseph,2960,2088,0.705,14.4,U,True,False,False
97412000CO0291,Saint-Joseph,5323,4171,0.784,17.4,A,True,True,False
97412000CP0013,Saint-Joseph,2594,1518,0.585,25.6,A,True,True,False
97412000CP0213,Saint-Joseph,1814,1362,0.751,34.1,U,True,False,False
97412000CP0212,Saint-Joseph,2589,1981,0.765,35.3,U,True,False,False
97412000CP0239,Saint-Joseph,3356,2274,0.678,57.1,U,True,False,False
97412000CR0586,Saint-Joseph,1725,1244,0.721,18.6,U,True,False,False
97412000CR0357,Saint-Joseph,1321,600,0.455,49.8,U,False,False,False
97412000CR0468,Saint-Joseph,4171,3338,0.800,85.2,A,True,True,False
97412000CR0165,Saint-Joseph,2435,1743,0.716,55.1,A,True,True,False
97412000CR0715,Saint-Joseph,2171,984,0.453,28.4,U,False,False,False
97412000CR0186,Saint-Joseph,1256,634,0.505,22.2,U,True,False,False
97412000CR0659,Saint-Joseph,2150,1554,0.723,33.9,A,True,True,False
97412000CS0671,Saint-Joseph,5896,4353,0.738,47.5,A,True,True,False
97412000CS0397,Saint-Joseph,2141,1382,0.646,22.4,A,True,True,False
97412000CS0187,Saint-Joseph,3157,1931,0.612,18.1,A,True,True,False
97412000CS0529,Saint-Joseph,2060,1316,0.639,38.8,A,True,True,False
97412000CS0494,Saint-Joseph,2572,2032,0.790,63.8,A,True,True,False
97412000CS0625,Saint-Joseph,1975,1474,0.746,44.1,U,True,False,False
97412000CT0555,Saint-Joseph,2355,1856,0.788,52.2,A,True,True,False
97412000CT0701,Saint-Joseph,2889,2000,0.692,41.4,A,True,True,False
97412000CT0554,Saint-Joseph,2081,1626,0.782,20.6,A,True,True,False
97412000CT0522,Saint-Joseph,2757,2147,0.779,28.0,A,True,True,False
97412000CT0428,Saint-Joseph,1789,1010,0.565,34.3,A,True,True,False
97412000CT0431,Saint-Joseph,1874,1437,0.767,31.7,A,True,True,False
97412000CT0541,Saint-Joseph,5137,3022,0.588,23.8,A,True,True,False
97412000CT0351,Saint-Joseph,1355,897,0.662,74.3,U,True,False,False
97412000CT0628,Saint-Joseph,2034,1465,0.720,30.5,U,True,False,False
97412000CT0197,Saint-Joseph,1974,1526,0.773,30.2,U,True,False,False
