idu,p,raison_1,raison_2,raison_3,contrib_1,contrib_2,contrib_3
97413000DJ0511,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 192 m² (cadastre),"45 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.195,0.1336,0.1134
97415000CW1056,0.15789,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 130 m² (cadastre),4% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.496,0.1336,0.1094
97414000DT0766,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 386 m² (cadastre),0.2864,0.2623,0.2132
97412000BW1887,0.15789,11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 53 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.1336,0.1036
97416000EK0540,0.15789,5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 266 m² (cadastre),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2623,0.2132,0.1161
97411000AN0183,0.15789,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 186 m² (cadastre),0.2623,0.2532,0.1336
97416000CV2388,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 47651 m² (cadastre),1.8696,-0.5621,0.461
97408000AC3349,0.15789,Parcelle de 330 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)","56 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.195,0.1134
97410000AN0366,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 319 m² (cadastre),"47 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2864,0.2132,0.1134
97412000AM2084,0.15789,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 344 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.2132,0.195
97416000ET1152,0.15789,Parcelle de 338 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2132,0.195,0.1161
97406000AV1338,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),14 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.2731,0.496,0.2532
97415000CL0917,0.15789,6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 433 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2623,0.2132,0.1161
97414000CH1740,0.15789,Piscine détectée sur la parcelle (ortho 2026),Parcelle de 480 m² (cadastre),"35 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.3786,0.2132,0.1134
97415000AS1918,0.15789,6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 231 m² (cadastre),0.2623,0.2532,0.1336
97422000EH0005,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),13 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 4098 m² (cadastre),1.4907,0.2532,0.1888
97411000AN0122,0.15789,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 254 m² (cadastre),0.2623,0.2532,0.2132
97413000CA0246,0.15789,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.496,0.2864,0.2623
97411000HW0435,0.15789,Parcelle de 281 m² (cadastre),Candidat photovoltaïque (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1253,0.1036
97416000CS1401,0.15789,Piscine détectée sur la parcelle (ortho 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — nan% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.3786,0.2864,-0.136
97422000AP1250,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 10221 m² (cadastre),1.3855,0.496,0.2462
97422000CY0197,0.15789,Piscine détectée sur la parcelle (ortho 2026),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.3786,0.2623,0.195
97415000BW1978,0.15789,7 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 537 m² (cadastre),0.2623,0.195,0.1289
97412000CP0461,0.15789,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 356 m² (cadastre),"41 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2623,0.2132,0.1134
97408000AO1908,0.15789,10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 271 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.2132,0.1036
97416000CW2399,0.15789,11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 466 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.2132,0.1036
97422000AS0911,0.15789,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 296 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97408000AB0275,0.15789,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.2864,0.2623
97411000BP0966,0.15789,Piscine détectée sur la parcelle (ortho 2026),Parcelle de 216 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,0.1336,0.1036
97418000AT2289,0.15789,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — nan% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.496,0.2864,-0.136
97416000EP0873,0.15789,5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 537 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.1289,0.1121
97412000AO0939,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 378 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2864,0.2132,0.1036
97415000AD0423,0.15789,Piscine détectée sur la parcelle (ortho 2026),Parcelle de 411 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,0.2132,0.1036
97415000CT2821,0.15789,10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 399 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2532,0.2132,0.1121
97413000DJ0513,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 48 m² (cadastre),0% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.195,0.1336,0.1094
97401000AR1178,0.15789,Parcelle de 386 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Candidat photovoltaïque (ortho 2026),0.2132,0.195,0.1253
97412000AM2042,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),1.1989,0.496,0.2623
97408000AN1347,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),13 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 9708 m² (cadastre),1.6044,0.2532,0.2462
97411000IZ0392,0.15789,Parcelle de 352 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.195,0.1036
97414000EN4068,0.15789,7 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 408 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.2132,0.195
97415000ER0522,0.15789,10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 503 m² (cadastre),Candidat photovoltaïque (ortho 2026),0.2532,0.1289,0.1253
97422000AX1480,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 1444 m² (cadastre),1.2448,0.496,0.1888
97409000AX0586,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 474 m² (cadastre),0.2864,0.2623,0.2132
97415000AB0376,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),1.6241,-0.6133,0.496
97408000AP1682,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),10 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),1.1171,0.496,0.2623
97415000CT2823,0.15789,10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 253 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2532,0.2132,0.1121
97415000AB0858,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 22886 m² (cadastre),1.6241,0.496,0.461
97404000AY0600,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.3307,0.496,0.2532
97415000EZ0131,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1412 m² (cadastre),1.4907,0.3786,0.1888
97411000HS0070,0.15789,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 481 m² (cadastre),5% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.2864,0.2132,0.1094
97411000DY0034,0.15789,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),1.0852,0.3786,0.2623
97411000AD0549,0.15789,6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 33 m² (cadastre),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2623,0.1894,0.1161
97401000AR1559,0.15789,16 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 350 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2532,0.2132,0.195
97409000AL1911,0.15687,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),15 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.3855,0.3786,0.2532
97415000AY1600,0.15667,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 329 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2864,0.2132,0.1036
97415000ET0133,0.1562,Frein — Parcelle de 8166 m² (cadastre),Piscine détectée sur la parcelle (ortho 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.4529,0.3786,0.2864
97412000BW2421,0.15297,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 183 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.1336,0.1036
97404000BA0172,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Candidat photovoltaïque (ortho 2026),1.248,0.3786,0.1253
97410000AS1425,0.15294,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),19 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.496,0.2623
97411000EK0108,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1156 m² (cadastre),1.2544,0.3786,0.1302
97416000HP0192,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1891 m² (cadastre),1.2945,0.3786,0.1888
97413000DE1526,0.15294,11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 426 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.2132,0.1036
97413000CS0346,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1453 m² (cadastre),1.3307,0.3786,0.1888
97418000AT2317,0.15294,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",15 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.2864,0.2623
97412000CR0626,0.15294,Parcelle de 457 m² (cadastre),Candidat photovoltaïque (ortho 2026),"45 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.1253,0.1134
97412000BW2422,0.15294,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 163 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.1336,0.1036
97416000CX1460,0.15294,7 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 127 m² (cadastre),0.2623,0.2532,0.1336
97411000EP0182,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1108 m² (cadastre),1.1558,0.3786,0.1302
97416000HL0023,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 91449 m² (cadastre),1.7203,-0.5326,0.461
97414000EW0682,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 1023 m² (cadastre),1.3746,0.3786,0.1302
97410000AS1439,0.15294,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),15 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.496,0.2623
97403000AM0766,0.15294,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.496,0.2623,0.2532
97423000AB0181,0.15294,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 595 m² (cadastre),0.2623,0.195,0.1289
97422000CM0262,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),Parcelle de 5196 m² (cadastre),1.3313,0.3786,0.237
97416000EK0121,0.15294,11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 326 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2532,0.2132,0.1036
97414000EN2983,0.15294,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 424 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.2132,0.195
97416000HN0973,0.15294,Piscine détectée sur la parcelle (ortho 2026),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Frein — Parcelle de 920 m² (cadastre),0.3786,0.2623,-0.1218
97417000BC0067,0.15294,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 28947 m² (cadastre),Frein — Zone inconnu au PLU (PLU/GPU en vigueur à l'ingestion 2026),1.7837,0.461,-0.1636
97416000ET0852,0.15294,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 603 m² (cadastre),0.2532,0.195,0.1289
97422000AS0935,0.15294,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 289 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97422000BN2929,0.15294,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 291 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2623,0.2132,0.1161
97415000EP1179,0.15294,9 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 339 m² (cadastre),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2623,0.2132,0.1161
97410000AS1441,0.15294,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),14 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.6133,0.496,0.2623
97404000AL1664,0.15294,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 220 m² (cadastre),"63 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.496,0.1336,0.1134
97412000AO0973,0.15294,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 472 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2864,0.2132,0.1036
97411000HS0151,0.15294,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2864,0.2532,0.1036
97409000AR2432,0.15294,Piscine détectée sur la parcelle (ortho 2026),Parcelle de 608 m² (cadastre),"59 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.3786,0.1289,0.1134
97401000AR1417,0.15294,Parcelle de 404 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.195,0.1036
97412000CP0463,0.15294,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 381 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97423000AB0357,0.15294,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 538 m² (cadastre),0.2623,0.195,0.1289
