idu,commune,grandeur,chemins_compares,valeurs,egalite,verdict,note
97412000BW2031,Saint-Joseph,surface,fiche|geom_ST_Area(2975)|parcels.surface_m2|mvt,"{""fiche"": 291.0, ""geom_ST_Area_2975"": 290.94, ""parcels.surface_m2"": 290.94, ""mvt"": 290.94}",OK,arrondi entier,"geom en SRID 2975 (4326=degres, artefact ecarte)"
97412000BW2031,Saint-Joseph,sdp_residuelle,fiche|mvt|renouv|parcel_residuel,"{""fiche.pot_transfo"": 0, ""mvt"": 0, ""residuel(canon)"": 0}",OK,canon=parcel_residuel cause NULL,
97415000HO0265,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97416000CT1119,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""À suivre"", ""verdict_servi.label"": ""À suivre"", ""court(run)"": ""À suivre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97418000AP3253,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Écartée"", ""verdict_servi.label"": ""Écartée"", ""court(run)"": ""Écartée""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97410000AR1600,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97415000HP0192,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Long terme"", ""verdict_servi.label"": ""Long terme"", ""court(run)"": ""Long terme""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97411000CE1132,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Priorité"", ""verdict_servi.label"": ""Priorité"", ""court(run)"": ""Priorité""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97409000BL0208,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97424000AC0886,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97404000AR0178,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97413000DG0470,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""À suivre"", ""verdict_servi.label"": ""À suivre"", ""court(run)"": ""À suivre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97424000AM0458,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Écartée"", ""verdict_servi.label"": ""Écartée"", ""court(run)"": ""Écartée""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97414000ET1452,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97422000BR1165,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Long terme"", ""verdict_servi.label"": ""Long terme"", ""court(run)"": ""Long terme""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97403000AR1511,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Priorité"", ""verdict_servi.label"": ""Priorité"", ""court(run)"": ""Priorité""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97405000AI1181,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97418000AR1718,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97408000AP1650,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""À suivre"", ""verdict_servi.label"": ""À suivre"", ""court(run)"": ""À suivre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97421000BK0004,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Écartée"", ""verdict_servi.label"": ""Écartée"", ""court(run)"": ""Écartée""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97406000AV1046,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97418000BL0026,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Long terme"", ""verdict_servi.label"": ""Long terme"", ""court(run)"": ""Long terme""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97406000AM0935,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Priorité"", ""verdict_servi.label"": ""Priorité"", ""court(run)"": ""Priorité""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97414000DM0764,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97420000BD0643,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""À suivre"", ""verdict_servi.label"": ""À suivre"", ""court(run)"": ""À suivre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97407000AL1656,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Écartée"", ""verdict_servi.label"": ""Écartée"", ""court(run)"": ""Écartée""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97420000AE0136,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97411000HS0351,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Long terme"", ""verdict_servi.label"": ""Long terme"", ""court(run)"": ""Long terme""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97411000EL0656,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Priorité"", ""verdict_servi.label"": ""Priorité"", ""court(run)"": ""Priorité""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97407000AL0891,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97413000CY1554,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""À suivre"", ""verdict_servi.label"": ""À suivre"", ""court(run)"": ""À suivre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97406000AV1281,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Écartée"", ""verdict_servi.label"": ""Écartée"", ""court(run)"": ""Écartée""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97409000AI0498,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97409000AH0156,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Long terme"", ""verdict_servi.label"": ""Long terme"", ""court(run)"": ""Long terme""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97408000AT2026,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Priorité"", ""verdict_servi.label"": ""Priorité"", ""court(run)"": ""Priorité""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97413000CX1509,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97415000BP0978,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""À suivre"", ""verdict_servi.label"": ""À suivre"", ""court(run)"": ""À suivre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97421000AE0053,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Écartée"", ""verdict_servi.label"": ""Écartée"", ""court(run)"": ""Écartée""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97410000AI0701,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Faible"", ""verdict_servi.label"": ""Faible"", ""court(run)"": ""Faible""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97418000AW0627,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Long terme"", ""verdict_servi.label"": ""Long terme"", ""court(run)"": ""Long terme""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97416000HP0860,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Priorité"", ""verdict_servi.label"": ""Priorité"", ""court(run)"": ""Priorité""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97410000CD0576,,tier_copilote,fiche_ask._ask_context(statut_tier)|verdict_servi|court(run),"{""grounded"": ""Neutre"", ""verdict_servi.label"": ""Neutre"", ""court(run)"": ""Neutre""}",OK,Copilote groundee sur verdict_servi (source unique),"grounding interne, 0 cout LLM"
97415000HO0265,,tier_copilote_LLM,parcel_ask LLM vs verdict_servi.label,"{""canon"": ""Neutre"", ""relaye_verbatim"": false}",OK,moteur=source unique; phrasing LLM downstream,"paraphrase ""potentiel fort"" (autre champ), tier non nomme"
97416000CT1119,,tier_copilote_LLM,parcel_ask LLM vs verdict_servi.label,"{""canon"": ""À suivre"", ""relaye_verbatim"": true}",OK,moteur=source unique; phrasing LLM downstream,relaye verbatim
97418000AP3253,,tier_copilote_LLM,parcel_ask LLM vs verdict_servi.label,"{""canon"": ""Écartée"", ""relaye_verbatim"": true}",OK,moteur=source unique; phrasing LLM downstream,"""ecartee de l'analyse"" (semantique OK)"
97410000AR1600,,tier_copilote_LLM,parcel_ask LLM vs verdict_servi.label,"{""canon"": ""Faible"", ""relaye_verbatim"": true}",OK,moteur=source unique; phrasing LLM downstream,relaye verbatim
97415000HP0192,,tier_copilote_LLM,parcel_ask LLM vs verdict_servi.label,"{""canon"": ""Long terme"", ""relaye_verbatim"": false}",OK,moteur=source unique; phrasing LLM downstream,LLM a refuse (pas de valeur fausse servie)
97406000AV1046,,prix_zone,Etudier(constat)|Assemblage prix_terrain_nu_zone,"{""constat_eur_m2"": 129, ""assemblage_eur_m2"": 129}",OK,fonction canonique unique prix_terrain_nu_zone,"meme (commune,zone)"
97418000AR1718,,prix_zone,Etudier(constat)|Assemblage prix_terrain_nu_zone,"{""constat_eur_m2"": 479, ""assemblage_eur_m2"": 479}",OK,fonction canonique unique prix_terrain_nu_zone,"meme (commune,zone)"
97415000HP0192,,prix_zone,Etudier(constat)|Assemblage prix_terrain_nu_zone,"{""constat_eur_m2"": 479, ""assemblage_eur_m2"": 479}",OK,fonction canonique unique prix_terrain_nu_zone,"meme (commune,zone)"
97420000AE0136,,prix_zone,Etudier(constat)|Assemblage prix_terrain_nu_zone,"{""constat_eur_m2"": 321, ""assemblage_eur_m2"": 321}",OK,fonction canonique unique prix_terrain_nu_zone,"meme (commune,zone)"
*,*,shab_charge,Etudier|fiche|compare -> compute_bilan_servi,calculateur partage compute_bilan_servi,OK,source unique code (faisabilite/bilan.py),verif structurelle: 1 seule fonction
*,*,tier_export,export.csv col tier_v2 vs fiche.label,"{""export.csv"": ""code brut ex \""chaude\"""", ""fiche"": ""\""A suivre\""""}",ECART,"export.csv emet le CODE INTERNE, pas le label M137","app.py:1557 (""ecartee"" if etage0 else tier_v2) sans court()/TIER_LABELS"
*,*,millesime_run,fiche|v2/score|renouv|prospection|export -> config/served_run.txt,q_v10_m129 / m36-l2f-2026,OK,run servi UNIQUE versionne (served_run.txt),pin via Q_A_RUN_LABEL partout
